,Title,Genre,Director,Actors,Plot
99,Silver Linings Playbook,"Comedy, Drama, Romance            ",David O. Russell,"['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro', 'Jacki Weaver']","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
100,Brokeback Mountain,"Drama, Romance            ",Ang Lee,"['Jake Gyllenhaal', 'Heath Ledger', 'Michelle Williams', 'Randy Quaid']","The story of a forbidden and secretive relationship between two cowboys, and their lives over the years."
101,Sleeping Beauty,"Drama, Romance, Thriller            ",Julia Leigh,"['Emily Browning', 'Rachael Blake', 'Ewen Leslie', 'Bridgette Barrett']","A haunting portrait of Lucy, a young university student drawn into a mysterious hidden world of unspoken desires."
102,Ice Age: Collision Course,"Animation, Adventure, Comedy            ",Mike Thurmeier,"['Galen T. Chu', 'Ray Romano', 'Denis Leary', 'John Leguizamo', 'Chris Wedge']","When Scrat's acorn sends an asteroid to Earth, the Herd must find a way to stop the asteroid from hitting Earth with the help of a returning friend."
103,The Birds,"Drama, Horror, Mystery            ",Alfred Hitchcock,"['Rod Taylor', 'Tippi Hedren', 'Jessica Tandy', 'Suzanne Pleshette']",A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.
104,Focus,"Comedy, Crime, Drama            ",Glenn Ficarra,"['John Requa', 'Will Smith', 'Margot Robbie', 'Rodrigo Santoro', 'Adrian Martinez']","In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop."
105,A Rainy Day in New York,"Comedy, Romance            ",Woody Allen,"['Timothée Chalamet', 'Elle Fanning', 'Liev Schreiber', 'Suzanne Smith']",A young couple arrives in New York for a weekend where they are met with bad weather and a series of adventures.
106,The Terminal,"Comedy, Drama, Romance            ",Steven Spielberg,"['Tom Hanks', 'Catherine Zeta-Jones', 'Chi McBride', 'Stanley Tucci']","An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there."
107,Fifty Shades Freed,"Drama, Romance, Thriller            ",James Foley,"['Dakota Johnson', 'Jamie Dornan', 'Eric Johnson', 'Eloise Mumford']","Anastasia and Christian get married, but Jack Hyde continues to threaten their relationship."
108,Coming to America,"Comedy, Romance            ",John Landis,"['Eddie Murphy', 'Paul Bates', 'Garcelle Beauvais', 'Feather']","An extremely pampered African Prince travels to Queens, New York, and goes undercover to find a wife that he can respect for her intelligence and will."
109,Robin Hood: Men in Tights,"Adventure, Comedy, Musical            ",Mel Brooks,"['Cary Elwes', 'Richard Lewis', 'Roger Rees', 'Amy Yasbeck']","A spoof of Robin Hood in general, and Robin Hood: Prince of Thieves (1991) in particular."
110,The Lobster,"Comedy, Drama, Romance            ",Yorgos Lanthimos,"['Colin Farrell', 'Rachel Weisz', 'Jessica Barden', 'Olivia Colman']","In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods."
111,Big Fish,"Adventure, Drama, Fantasy            ",Tim Burton,"['Ewan McGregor', 'Albert Finney', 'Billy Crudup', 'Jessica Lange']",A frustrated son tries to determine the fact from fiction in his dying father's life.
112,The High Note,"Drama, Music, Romance            ",Nisha Ganatra,"['Dakota Johnson', 'Tracee Ellis Ross', 'Kelvin Harrison Jr.', 'Bill Pullman']",A superstar singer and her overworked personal assistant are presented with a choice that could alter the course of their respective careers.
113,Weird Science,"Comedy, Romance, Sci-Fi            ",John Hughes,"['Anthony Michael Hall', 'Ilan Mitchell-Smith', 'Kelly LeBrock', 'Bill Paxton']","Two high school nerds use a computer program to literally create the perfect woman, but she turns their lives upside down."
114,"Love, Simon","Comedy, Drama, Romance            ",Greg Berlanti,"['Nick Robinson', 'Jennifer Garner', 'Josh Duhamel', 'Katherine Langford']","Simon Spier keeps a huge secret from his family, his friends and all of his classmates: he's gay. When that secret is threatened, Simon must face everyone and come to terms with his identity."
115,Straight Up,"Comedy, Romance            ",James Sweeney,"['Katie Findlay', 'Tracie Thoms', 'Randall Park', 'Betsy Brandt']",Todd and Rory are intellectual soul mates. He might be gay. She might not care. A romantic-comedy drama with a twist; a love story without the thrill of copulation.
116,The Twilight Saga: New Moon,"Adventure, Drama, Fantasy            ",Chris Weitz,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Christina Jastrzembska']","Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black."
117,Knocked Up,"Comedy, Romance            ",Judd Apatow,"['Seth Rogen', 'Katherine Heigl', 'Paul Rudd', 'Leslie Mann']","For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child."
118,Maleficent,"Action, Adventure, Family            ",Robert Stromberg,"['Angelina Jolie', 'Elle Fanning', 'Sharlto Copley', 'Lesley Manville']","A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land."
119,The Curious Case of Benjamin Button,"Drama, Fantasy, Romance            ",David Fincher,"['Brad Pitt', 'Cate Blanchett', 'Tilda Swinton', 'Julia Ormond']","Tells the story of Benjamin Button, a man who starts aging backwards with consequences."
120,Lolita,"Crime, Drama, Romance            ",Stanley Kubrick,"['James Mason', 'Shelley Winters', 'Sue Lyon', 'Gary Cockrell']",A middle-aged college professor becomes infatuated with a fourteen-year-old nymphet.
121,Peter Pan,"Adventure, Family, Fantasy            ",P.J. Hogan,"['Jeremy Sumpter', 'Jason Isaacs', 'Olivia Williams', 'Lynn Redgrave']","The Darling family children receive a visit from Peter Pan, who takes them to Never Never Land where an ongoing war with the evil Pirate Captain Hook is taking place."
122,Pretty Woman,"Comedy, Romance            ",Garry Marshall,"['Richard Gere', 'Julia Roberts', 'Jason Alexander', 'Laura San Giacomo']","A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love."
123,A Ghost Story,"Drama, Fantasy, Romance            ",David Lowery,"['Casey Affleck', 'Rooney Mara', 'McColm Cephas Jr.', 'Kenneisha Thompson']","In this singular exploration of legacy, love, loss, and the enormity of existence, a recently deceased, white-sheeted ghost returns to his suburban home to try to reconnect with his bereft wife."
124,Book Club,"Comedy, Drama, Romance            ",Bill Holderman,"['Diane Keaton', 'Jane Fonda', 'Candice Bergen', 'Mary Steenburgen']",Four lifelong friends have their lives forever changed after reading 50 Shades of Grey in their monthly book club.
125,The Art of Racing in the Rain,"Comedy, Drama, Romance            ",Simon Curtis,"['Kevin Costner', 'Milo Ventimiglia', 'Jackie Minns', 'Marcus Hondro']","Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life."
126,The Twilight Saga: Breaking Dawn - Part 1,"Adventure, Drama, Fantasy            ",Bill Condon,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Gil Birmingham']","The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks."
127,Steel Magnolias,"Comedy, Drama, Romance            ",Herbert Ross,"['Shirley MacLaine', 'Olympia Dukakis', 'Sally Field', 'Julia Roberts']","A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship, and welcome her into the fold."
128,Below Her Mouth,"Drama, Romance            ",April Mullen,"['Erika Linder', 'Natalie Krill', 'Sebastian Pigott', 'Mayko Nguyen']",An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.
129,Vertigo,"Mystery, Romance, Thriller            ",Alfred Hitchcock,"['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore']",A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.
130,Legend,"Adventure, Fantasy, Romance            ",Ridley Scott,"['Tom Cruise', 'Mia Sara', 'Tim Curry', 'David Bennent']",A young man must stop the Lord of Darkness from destroying daylight and marrying the woman he loves.
131,Sixteen Candles,"Comedy, Romance            ",John Hughes,"['Molly Ringwald', 'Anthony Michael Hall', 'Justin Henry', 'Michael Schoeffling']","A girl's ""sweet"" sixteenth birthday becomes anything but special, as she suffers from every embarrassment possible."
132,Witness,"Crime, Drama, Romance            ",Peter Weir,"['Harrison Ford', 'Kelly McGillis', 'Lukas Haas', 'Josef Sommer']","When a young Amish boy is sole witness to a murder, policeman John Book goes into hiding in Amish country to protect him until the trial."
133,(500) Days of Summer,"Comedy, Drama, Romance            ",Marc Webb,"['Zooey Deschanel', 'Joseph Gordon-Levitt', 'Geoffrey Arend', 'Chloë Grace Moretz']","An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her."
134,About a Boy,"Comedy, Drama, Romance            ",Chris Weitz,"['Paul Weitz', 'Hugh Grant', 'Nicholas Hoult', 'Toni Collette', 'Sharon Small']","A cynical, immature young man is taught how to act like a grown-up by a little boy."
135,Groundhog Day,"Comedy, Fantasy, Romance            ",Harold Ramis,"['Bill Murray', 'Andie MacDowell', 'Chris Elliott', 'Stephen Tobolowsky']",A weatherman finds himself inexplicably living the same day over and over again.
136,King Kong,"Action, Adventure, Drama            ",Peter Jackson,"['Naomi Watts', 'Jack Black', 'Adrien Brody', 'Thomas Kretschmann']","A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives."
137,She's the Man,"Comedy, Romance, Sport            ",Andy Fickman,"['Amanda Bynes', 'Laura Ramsey', 'Channing Tatum', 'Vinnie Jones']","When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for his school's star soccer player, and soon learns she's not the only one with romantic troubles."
138,The Parent Trap,"Adventure, Comedy, Drama            ",Nancy Meyers,"['Lindsay Lohan', 'Dennis Quaid', 'Natasha Richardson', 'Elaine Hendrix']","Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, later discover each other for the first time at summer camp and make a plan to bring their wayward parents back together."
139,Amélie,"Comedy, Romance            ",Jean-Pierre Jeunet,"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus', 'Lorella Cravotta']","Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love."
140,The Wedding Singer,"Comedy, Music, Romance            ",Frank Coraci,"['Adam Sandler', 'Drew Barrymore', 'Christine Taylor', 'Allen Covert']","Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other."
141,Moonrise Kingdom,"Comedy, Drama, Romance            ",Wes Anderson,"['Jared Gilman', 'Kara Hayward', 'Bruce Willis', 'Bill Murray']","A pair of young lovers flee their New England town, which causes a local search party to fan out to find them."
142,A Bronx Tale,"Crime, Drama, Romance            ",Robert De Niro,"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato', 'Francis Capra']",A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.
143,Love Wedding Repeat,"Comedy, Romance            ",Dean Craig,"['Sam Claflin', 'Olivia Munn', 'Freida Pinto', 'Eleanor Tomlinson']","While trying to make his sister's wedding day go smoothly, Jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl that got away in alternate versions of the same day."
144,Excalibur,"Adventure, Drama, Fantasy            ",John Boorman,"['Nigel Terry', 'Helen Mirren', 'Nicholas Clay', 'Cherie Lunghi']","Merlin the magician helps Arthur Pendragon unite the Britons around the Round Table of Camelot, even as dark forces conspire to tear it apart."
145,Willow,"Action, Adventure, Drama            ",Ron Howard,"['Val Kilmer', 'Joanne Whalley', 'Warwick Davis', 'Jean Marsh']",A young farmer is chosen to undertake a perilous journey in order to protect a special baby from an evil queen.
146,Moulin Rouge!,"Drama, Musical, Romance            ",Baz Luhrmann,"['Nicole Kidman', 'Ewan McGregor', 'John Leguizamo', 'Jim Broadbent']",A poet falls for a beautiful courtesan whom a jealous duke covets.
147,Aladdin,"Animation, Adventure, Comedy            ",Ron Clements,"['John Musker', 'Scott Weinger', 'Robin Williams', 'Linda Larkin', 'Jonathan Freeman']",A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.
148,Cocktail,"Comedy, Drama, Romance            ",Roger Donaldson,"['Tom Cruise', 'Bryan Brown', 'Elisabeth Shue', 'Lisa Banes']",A talented New York City bartender takes a job at a bar in Jamaica and falls in love.
149,The Quick and the Dead,"Action, Romance, Thriller            ",Sam Raimi,"['Sharon Stone', 'Gene Hackman', 'Russell Crowe', 'Leonardo DiCaprio']","A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death."
150,Failure to Launch,"Comedy, Romance            ",Tom Dey,"['Matthew McConaughey', 'Sarah Jessica Parker', 'Kathy Bates', 'Terry Bradshaw']",A thirty-something is still living with his parents until they hire an interventionist to help him graduate out of the house. That's when the fun begins.
151,Ghost,"Drama, Fantasy, Romance            ",Jerry Zucker,"['Patrick Swayze', 'Demi Moore', 'Whoopi Goldberg', 'Tony Goldwyn']","After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic."
