,Title,Genre,Director,Actors,Plot
799,The Adventures of Ford Fairlane,"Action, Adventure, Comedy            ",Renny Harlin,"['Andrew Dice Clay', 'Lauren Holly', 'Wayne Newton', 'Priscilla Presley']",A vulgar private detective is hired to find a missing groupie and is drawn into a mystery involving a series of murders tied to the music industry.
800,The Dark Half,"Horror, Mystery, Thriller            ",George A. Romero,"['Timothy Hutton', 'Amy Madigan', 'Michael Rooker', 'Julie Harris']",A writer's fictional alter ego wants to take over his life...at any price.
801,Jacob's Ladder,"Drama, Horror, Mystery            ",David M. Rosenthal,"['Michael Ealy', 'Jesse Williams', 'Nicole Beharie', 'Guy Burnet']","After his brother returns home from war, Jacob Singer struggles to maintain his sanity. Plagued by hallucinations and flashbacks, Singer rapidly falls apart as the world and people around him morph and twist into disturbing images."
802,Maniac Cop,"Action, Crime, Horror            ",William Lustig,"['Tom Atkins', 'Bruce Campbell', 'Laurene Landon', 'Richard Roundtree']",A killer dressed in a police uniform begins murdering innocent people on the streets of New York City.
803,Anna,"Drama, Mystery, Sci-Fi            ",Jorge Dorado,"['Mark Strong', 'Taissa Farmiga', 'Brian Cox', 'Saskia Reeves']","A man with the ability to enter people's memories takes on the case of a brilliant, troubled sixteen-year-old girl to determine whether she is a sociopath or a victim of trauma."
804,Paranormal Activity: The Ghost Dimension,"Horror, Mystery, Thriller            ",Gregory Plotkin,"['Chris J. Murray', 'Brit Shaw', 'Ivy George', 'Dan Gill']","Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan."
805,Gemini,"Crime, Drama, Mystery            ",Aaron Katz,"['Lola Kirke', 'Zoë Kravitz', 'John Cho', 'Greta Lee']","A heinous crime tests the complex relationship between a tenacious personal assistant and her Hollywood starlet boss. As the assistant unravels the mystery, she must confront her own understanding of friendship, truth and celebrity."
806,The Three Burials of Melquiades Estrada,"Adventure, Crime, Drama            ",Tommy Lee Jones,"['Tommy Lee Jones', 'Barry Pepper', 'Dwight Yoakam', 'January Jones']",Ranch foreman Pete Perkins looks to fulfill the promise to his recently deceased best friend by burying him in his hometown in Mexico.
807,The X Files: I Want to Believe,"Crime, Drama, Horror            ",Chris Carter,"['David Duchovny', 'Gillian Anderson', 'Billy Connolly', 'Amanda Peet']",Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.
808,The Limey,"Crime, Drama, Mystery            ",Steven Soderbergh,"['Terence Stamp', 'Peter Fonda', 'Lesley Ann Warren', 'Luis Guzmán']",An extremely volatile and dangerous Englishman goes to Los Angeles to find the man he considers responsible for his daughter's death.
809,Shutter,"Horror, Mystery, Thriller            ",Masayuki Ochiai,"['Joshua Jackson', 'Rachael Taylor', 'James Kyson', 'Megumi Okina']","A newly married couple discovers disturbing, ghostly images in photographs they develop after a tragic accident. Fearing the manifestations may be connected, they investigate and learn that some mysteries are better left unsolved."
810,An American Haunting,"Drama, History, Horror            ",Courtney Solomon,"['Donald Sutherland', 'Sissy Spacek', 'Rachel Hurd-Wood', ""James D'Arcy""]",Based on the true events of the only case in US History where a spirit caused the death of a man.
811,I Know Who Killed Me,"Crime, Drama, Mystery            ",Chris Sivertson,"['Lindsay Lohan', 'Julia Ormond', 'Neal McDonough', 'Bonnie Aarons']","A young woman who was missing reappears, but she claims to be someone else entirely."
812,When the Bough Breaks,"Crime, Drama, Horror            ",Jon Cassar,"['Morris Chestnut', 'Regina Hall', 'Romany Malco', 'Michael Kenneth Williams']",A surrogate mom for a couple becomes dangerously obsessed with the soon-to-be father.
813,Revenge of the Pink Panther,"Comedy, Crime, Mystery            ",Blake Edwards,"['Peter Sellers', 'Herbert Lom', 'Burt Kwouk', 'Dyan Cannon']","To prove that he still is strong and powerful, Philippe Douvier decides to kill Clouseau. Once news of his ""death"" has been announced, Clouseau tries to take advantage of it and goes undercover with Cato to find out who tried to kill him."
814,Cleaner,"Crime, Mystery, Thriller            ",Renny Harlin,"['Samuel L. Jackson', 'Ed Harris', 'Eva Mendes', 'Luis Guzmán']",A former cop who now earns a wage as a crime scene cleaner unknowingly participates in a cover-up at his latest job.
815,The Mercy,"Adventure, Biography, Drama            ",James Marsh,"['Rachel Weisz', 'David Thewlis', 'Colin Firth', 'Jonathan Bailey']",The incredible story of amateur sailor Donald Crowhurst and his solo attempt to circumnavigate the globe. The struggles he confronted on the journey while his family awaited his return is one of the most enduring mysteries of recent times.
816,A Field in England,"Drama, History, Horror            ",Ben Wheatley,"['Julian Barratt', 'Peter Ferdinando', 'Richard Glover', 'Ryan Pope']","Amid the Civil War in 17th-century England, a group of deserters flee from battle through an overgrown field. Captured by an alchemist, the men are forced to help him search to find a hidden treasure that he believes is buried in the field."
817,The Last Exorcism,"Horror, Mystery, Thriller            ",Daniel Stamm,"['Patrick Fabian', 'Ashley Bell', 'Iris Bahr', 'Louis Herthum']",A troubled evangelical minister agrees to let his last exorcism be filmed by a documentary crew.
818,Gotcha!,"Action, Comedy, Mystery            ",Jeff Kanew,"['Anthony Edwards', 'Linda Fiorentino', 'Jsu Garcia', 'Alex Rocco']","Jonathan plays Gotcha with fellow college students, testing ability as assassin or mark, using paintball guns on campus. He flies to Paris on vacation and, with a woman taking his virginity, on to Berlin, where the game/ammo gets real."
819,"Farewell, My Lovely","Crime, Mystery, Thriller            ",Dick Richards,"['Robert Mitchum', 'Charlotte Rampling', 'John Ireland', 'Sylvia Miles']","Los Angeles private eye Philip Marlowe is hired by paroled convict Moose Malloy to find his girlfriend Velma, former seedy nightclub dancer."
820,Il gatto a nove code,"Horror, Mystery, Thriller            ",Dario Argento,"['James Franciscus', 'Karl Malden', 'Catherine Spaak', 'Pier Paolo Capponi']","A newspaper reporter and a retired, blind journalist try to solve a series of killings connected to a pharmaceutical company's experimental, top-secret research projects and in so doing, both become targets of the killer."
821,The Great Muppet Caper,"Adventure, Comedy, Crime            ",Jim Henson,"['Jim Henson', 'Frank Oz', 'Dave Goelz', 'Jerry Nelson']","Kermit the Frog, The Great Gonzo, and Fozzie Bear are reporters who travel to Britain to interview a rich victim of jewel thieves and help her along with her secretary, Miss Piggy."
822,Night Moves,"Crime, Mystery, Thriller            ",Arthur Penn,"['Gene Hackman', 'Jennifer Warren', 'Edward Binns', 'Harris Yulin']","Los Angeles private investigator Harry Moseby is hired by a client to find her runaway teenage daughter. Moseby tracks the daughter down, only to stumble upon something much more intriguing and sinister."
823,Ricky,"Comedy, Drama, Fantasy            ",François Ozon,"['Alexandra Lamy', 'Sergi López', 'Mélusine Mayance', 'Arthur Peyret']","When Katie, an ordinary woman, meets Paco, an ordinary man, something magical happens: a love story. From this union an extraordinary child is born: Ricky."
824,Wish You Were Here,"Drama, Mystery            ",Kieran Darcy-Smith,"['Joel Edgerton', 'Teresa Palmer', 'Felicity Price', 'Antony Starr']","Four friends lose themselves in a carefree South-East Asian holiday. Only three come back. Dave and Alice return home to their young family desperate for answers about Jeremy's mysterious ...                See full summary »
"
825,Wonderstruck,"Drama, Mystery            ",Todd Haynes,"['Oakes Fegley', 'Julianne Moore', 'Michelle Williams', 'Millicent Simmonds']","Tells the tale of two children separated by fifty years. In 1927, Rose searches for the actress whose life she chronicles in her scrapbook; in 1977, Ben runs away from home to find his father."
826,Head Count,"Horror, Mystery, Thriller            ",Elle Callahan,"['Isaac Jay', 'Jay Lee', 'Ashleigh Morghan', 'Bevin Bru']",A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.
827,The Fog,"Horror, Mystery            ",Rupert Wainwright,"['Tom Welling', 'Maggie Grace', 'Selma Blair', 'DeRay Davis']","A thick mist full of vengeful spirits haunts a prosperous island town off the coast of Oregon, as its inhabitants try to learn their town's dark secret in order to stop it."
828,Cutting Class,"Comedy, Crime, Horror            ",Rospo Pallenberg,"['Donovan Leitch Jr.', 'Jill Schoelen', 'Brad Pitt', 'Roddy McDowall']",A murderer is loose in a high school in this 'whodunit' movie.
829,The Nines,"Drama, Fantasy, Mystery            ",John August,"['Ryan Reynolds', 'Hope Davis', 'Melissa McCarthy', 'Elle Fanning']","A troubled actor, a television show runner, and an acclaimed videogame designer find their lives intertwining in mysterious and unsettling ways."
830,Vanishing on 7th Street,"Horror, Mystery, Thriller            ",Brad Anderson,"['Hayden Christensen', 'Thandie Newton', 'John Leguizamo', 'Jacob Latimore']","The population of Detroit has almost completely disappeared, but a few remain. As daylight disappears they realize that the Dark is coming for them."
831,The Canal,"Horror, Mystery, Thriller            ",Ivan Kavanagh,"['Rupert Evans', 'Antonia Campbell-Hughes', 'Hannah Hoekstra', 'Kelly Byrne']",A depressed and stressed film archivist finds his sanity crumbling after he is given an old 16mm film reel with footage from a horrific murder that occurred in the early 1900's.
832,Le passé,"Drama, Mystery            ",Asghar Farhadi,"['Bérénice Bejo', 'Tahar Rahim', 'Ali Mosaffa', 'Pauline Burlet']","An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce."
833,Spider,"Drama, Mystery, Thriller            ",David Cronenberg,"['Ralph Fiennes', 'Miranda Richardson', 'Gabriel Byrne', 'Lynn Redgrave']","A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood."
834,The Postman Always Rings Twice,"Crime, Drama, Film-Noir            ",Tay Garnett,"['Lana Turner', 'John Garfield', 'Cecil Kellaway', 'Hume Cronyn']","A married woman and a drifter fall in love, then plot to murder her husband."
835,Affliction,"Drama, Mystery, Thriller            ",Paul Schrader,"['Nick Nolte', 'Sissy Spacek', 'James Coburn', 'Brigid Tierney']",A deeply troubled small-town cop investigates a suspicious hunting death while other events jeopardize his sanity.
836,9/11,"Action, Fantasy, Horror            ",Martin Guigui,"['Charlie Sheen', 'Gina Gershon', 'Whoopi Goldberg', 'Luis Guzmán']","Five people find themselves trapped in an elevator during the September 11 attacks. They soon work together, never giving up hope, to try to escape before the unthinkable happens."
837,Blue My Mind,"Drama, Fantasy, Mystery            ",Lisa Brühlmann,"['Luna Wedler', 'Zoë Pastelle Holthuizen', 'Regula Grauwiller', 'Georg Scharegg']",A seemingly normal teenage girl faces overwhelming body transformations that put her existence into question.
838,Talaash,"Crime, Drama, Mystery            ",Reema Kagti,"['Aamir Khan', 'Kareena Kapoor', 'Rani Mukerji', 'Rajkummar Rao']","Inspector Surjan Shekhawat, who is dealing with a depressing past, has to investigate a high profile murder case, deal with his crumbling marriage and use the help and solace of a prostitute by the name of Rosie."
839,Open Grave,"Horror, Mystery, Thriller            ",Gonzalo López-Gallego,"['Sharlto Copley', 'Thomas Kretschmann', 'Josie Ho', 'Joseph Morgan']","A man wakes up in the wilderness, in a pit full of dead bodies, with no memory and must determine if the murderer is one of the strangers who rescued him, or if he himself is the killer."
840,The Haunting in Connecticut 2: Ghosts of Georgia,"Drama, Horror, Mystery            ",Tom Elkins,"['Abigail Spencer', 'Chad Michael Murray', 'Katee Sackhoff', 'Emily Alyn Lind']","A young family moves into a historic home in Georgia, only to learn they are not the house's only inhabitants. Soon they find themselves in the presence of a secret rising from underground and threatening to bring down anyone in its path."
